Name,GeoID,Total,With cash public assistance or Food Stamps/SNAP,No cash public assistance or Food Stamps/SNAP
"Cuyahoga County, Ohio",05000US39035,537203.0,83039.0,454164.0
"Dade County, Georgia",05000US13083,6290.0,749.0,5541.0
"Dade County, Missouri",05000US29057,3222.0,492.0,2730.0
"Daggett County, Utah",05000US49009,373.0,12.0,361.0
"Dakota County, Minnesota",05000US27037,151719.0,6707.0,145012.0
"Dakota County, Nebraska",05000US31043,7301.0,903.0,6398.0
"Dale County, Alabama",05000US01045,19454.0,2894.0,16560.0
"Dallam County, Texas",05000US48111,2172.0,204.0,1968.0
"Dallas County, Alabama",05000US01047,16913.0,4850.0,12063.0
"Dallas County, Arkansas",05000US05039,3065.0,380.0,2685.0
"Dallas County, Iowa",05000US19049,24678.0,1183.0,23495.0
"Dallas County, Missouri",05000US29059,6368.0,1189.0,5179.0
"Dallas County, Texas",05000US48113,840663.0,85896.0,754767.0
"Dane County, Wisconsin",05000US55025,199767.0,14346.0,185421.0
"Daniels County, Montana",05000US30019,801.0,38.0,763.0
"Danville city, Virginia",05000US51590,18938.0,4182.0,14756.0
"Dare County, North Carolina",05000US37055,15234.0,939.0,14295.0
"Darke County, Ohio",05000US39037,20700.0,1794.0,18906.0
"Darlington County, South Carolina",05000US45031,26279.0,4926.0,21353.0
"Dauphin County, Pennsylvania",05000US42043,108047.0,11464.0,96583.0
"Davidson County, North Carolina",05000US37057,65052.0,8523.0,56529.0
"Davidson County, Tennessee",05000US47037,254111.0,35289.0,218822.0
"Davie County, North Carolina",05000US37059,16000.0,1537.0,14463.0
"Daviess County, Indiana",05000US18027,10944.0,1067.0,9877.0
"Daviess County, Kentucky",05000US21059,37279.0,4748.0,32531.0
"Daviess County, Missouri",05000US29061,3179.0,285.0,2894.0
"Davis County, Iowa",05000US19051,3078.0,238.0,2840.0
"Davis County, Utah",05000US49011,92652.0,6365.0,86287.0
"Davison County, South Dakota",05000US46035,8224.0,701.0,7523.0
"Dawes County, Nebraska",05000US31045,3601.0,296.0,3305.0
"Dawson County, Georgia",05000US13085,8049.0,1110.0,6939.0
"Dawson County, Montana",05000US30021,3749.0,366.0,3383.0
"Dawson County, Nebraska",05000US31047,8899.0,841.0,8058.0
"Dawson County, Texas",05000US48115,4373.0,523.0,3850.0
"Day County, South Dakota",05000US46037,2460.0,217.0,2243.0
"Deaf Smith County, Texas",05000US48117,6196.0,744.0,5452.0
"Dearborn County, Indiana",05000US18029,18398.0,1591.0,16807.0
"De Baca County, New Mexico",05000US35011,832.0,85.0,747.0
"Decatur County, Georgia",05000US13087,10371.0,2025.0,8346.0
"Decatur County, Indiana",05000US18031,9992.0,1015.0,8977.0
"Decatur County, Iowa",05000US19053,3224.0,561.0,2663.0
"Decatur County, Kansas",05000US20039,1484.0,90.0,1394.0
"Decatur County, Tennessee",05000US47039,5133.0,1058.0,4075.0
"Deer Lodge County, Montana",05000US30023,4041.0,614.0,3427.0
"Defiance County, Ohio",05000US39039,15183.0,1828.0,13355.0
"DeKalb County, Alabama",05000US01049,26196.0,3603.0,22593.0
"DeKalb County, Georgia",05000US13089,265137.0,29211.0,235926.0
"DeKalb County, Illinois",05000US17037,38011.0,3264.0,34747.0
"DeKalb County, Indiana",05000US18033,16140.0,1877.0,14263.0
"DeKalb County, Missouri",05000US29063,3947.0,460.0,3487.0
"DeKalb County, Tennessee",05000US47041,7074.0,1339.0,5735.0
"Delaware County, Indiana",05000US18035,46162.0,6371.0,39791.0
"Delaware County, Iowa",05000US19055,7277.0,510.0,6767.0
"Delaware County, New York",05000US36025,20177.0,1908.0,18269.0
"Delaware County, Ohio",05000US39041,62618.0,3217.0,59401.0
"Delaware County, Oklahoma",05000US40041,16070.0,2131.0,13939.0
"Delaware County, Pennsylvania",05000US42045,206596.0,18109.0,188487.0
"Del Norte County, California",05000US06015,9818.0,1481.0,8337.0
"Delta County, Colorado",05000US08029,12660.0,1180.0,11480.0
"Delta County, Michigan",05000US26041,16038.0,2349.0,13689.0
"Delta County, Texas",05000US48119,2023.0,293.0,1730.0
"Denali Borough, Alaska",05000US02068,699.0,29.0,670.0
"Dent County, Missouri",05000US29065,6063.0,971.0,5092.0
"Denton County, Texas",05000US48121,231355.0,10270.0,221085.0
"Denver County, Colorado",05000US08031,258132.0,24575.0,233557.0
"Deschutes County, Oregon",05000US41017,63935.0,8457.0,55478.0
"Desha County, Arkansas",05000US05041,5313.0,1124.0,4189.0
"Des Moines County, Iowa",05000US19057,17007.0,2453.0,14554.0
"DeSoto County, Florida",05000US12027,10462.0,1572.0,8890.0
"DeSoto County, Mississippi",05000US28033,56641.0,4604.0,52037.0
"De Soto Parish, Louisiana",05000US22031,10326.0,1654.0,8672.0
"Deuel County, Nebraska",05000US31049,906.0,53.0,853.0
"Deuel County, South Dakota",05000US46039,1800.0,120.0,1680.0
"Dewey County, Oklahoma",05000US40043,1802.0,117.0,1685.0
"Dewey County, South Dakota",05000US46041,1720.0,488.0,1232.0
"De Witt County, Illinois",05000US17039,6728.0,621.0,6107.0
"DeWitt County, Texas",05000US48123,7069.0,941.0,6128.0
"Dickens County, Texas",05000US48125,838.0,136.0,702.0
"Dickenson County, Virginia",05000US51051,6183.0,1300.0,4883.0
"Dickey County, North Dakota",05000US38021,2156.0,236.0,1920.0
"Dickinson County, Iowa",05000US19059,8126.0,590.0,7536.0
"Dickinson County, Kansas",05000US20041,7591.0,576.0,7015.0
"Dickinson County, Michigan",05000US26043,11444.0,1265.0,10179.0
"Dickson County, Tennessee",05000US47043,18809.0,2754.0,16055.0
"Dillingham Census Area, Alaska",05000US02070,1369.0,345.0,1024.0
"Dillon County, South Carolina",05000US45033,11785.0,3276.0,8509.0
"Dimmit County, Texas",05000US48127,3451.0,1141.0,2310.0
"Dinwiddie County, Virginia",05000US51053,9598.0,1177.0,8421.0
"District of Columbia, District of Columbia",05000US11001,260136.0,32664.0,227472.0
"Divide County, North Dakota",05000US38023,1023.0,43.0,980.0
"Dixie County, Florida",05000US12029,5380.0,736.0,4644.0
"Dixon County, Nebraska",05000US31051,2378.0,145.0,2233.0
"Doddridge County, West Virginia",05000US54017,2823.0,482.0,2341.0
"Dodge County, Georgia",05000US13091,8197.0,1774.0,6423.0
"Dodge County, Minnesota",05000US27039,7347.0,271.0,7076.0
"Dodge County, Nebraska",05000US31053,15097.0,1507.0,13590.0
"Dodge County, Wisconsin",05000US55027,33964.0,2553.0,31411.0
"Dolores County, Colorado",05000US08033,871.0,68.0,803.0
"Doña Ana County, New Mexico",05000US35013,72748.0,10630.0,62118.0
"Doniphan County, Kansas",05000US20043,3108.0,314.0,2794.0
"Donley County, Texas",05000US48129,1318.0,106.0,1212.0
"Dooly County, Georgia",05000US13093,4803.0,848.0,3955.0
"Door County, Wisconsin",05000US55029,13550.0,1109.0,12441.0
"Dorado Municipio, Puerto Rico",05000US72051,12284.0,3507.0,8777.0
"Dorchester County, Maryland",05000US24019,13528.0,2362.0,11166.0
"Dorchester County, South Carolina",05000US45035,48697.0,5348.0,43349.0
"Dougherty County, Georgia",05000US13095,36013.0,8191.0,27822.0
"Douglas County, Colorado",05000US08035,100795.0,2435.0,98360.0
"Douglas County, Georgia",05000US13097,45451.0,5942.0,39509.0
"Douglas County, Illinois",05000US17041,7589.0,688.0,6901.0
"Douglas County, Kansas",05000US20045,43238.0,2594.0,40644.0
"Douglas County, Minnesota",05000US27041,16222.0,1375.0,14847.0
"Douglas County, Missouri",05000US29067,5096.0,633.0,4463.0
"Douglas County, Nebraska",05000US31055,199576.0,21474.0,178102.0
"Douglas County, Nevada",05000US32005,19175.0,815.0,18360.0
"Douglas County, Oregon",05000US41019,43895.0,7953.0,35942.0
"Douglas County, South Dakota",05000US46043,1230.0,52.0,1178.0
"Douglas County, Washington",05000US53017,13937.0,1876.0,12061.0
"Douglas County, Wisconsin",05000US55031,19171.0,2291.0,16880.0
"Drew County, Arkansas",05000US05043,7378.0,1195.0,6183.0
"Dubois County, Indiana",05000US18037,15905.0,868.0,15037.0
"Dubuque County, Iowa",05000US19061,36984.0,3312.0,33672.0
"Duchesne County, Utah",05000US49013,6691.0,715.0,5976.0
"Dukes County, Massachusetts",05000US25007,5568.0,198.0,5370.0
"Dundy County, Nebraska",05000US31057,906.0,45.0,861.0
"Dunklin County, Missouri",05000US29069,12862.0,3476.0,9386.0
"Dunn County, North Dakota",05000US38025,1359.0,53.0,1306.0
"Dunn County, Wisconsin",05000US55033,16257.0,1750.0,14507.0
"DuPage County, Illinois",05000US17043,335651.0,16104.0,319547.0
"Duplin County, North Carolina",05000US37061,21545.0,3259.0,18286.0
"Durham County, North Carolina",05000US37063,107150.0,12017.0,95133.0
"Dutchess County, New York",05000US36027,107151.0,7541.0,99610.0
"Duval County, Florida",05000US12031,330821.0,37200.0,293621.0
"Duval County, Texas",05000US48131,3928.0,1005.0,2923.0
"Dyer County, Tennessee",05000US47045,15283.0,2831.0,12452.0
"Eagle County, Colorado",05000US08037,18362.0,309.0,18053.0
"Early County, Georgia",05000US13099,4122.0,1114.0,3008.0
"East Baton Rouge Parish, Louisiana",05000US22033,167150.0,22675.0,144475.0
"East Carroll Parish, Louisiana",05000US22035,2525.0,612.0,1913.0
"East Feliciana Parish, Louisiana",05000US22037,6978.0,1194.0,5784.0
"Eastland County, Texas",05000US48133,7105.0,1070.0,6035.0
"Eaton County, Michigan",05000US26045,43416.0,5203.0,38213.0
"Eau Claire County, Wisconsin",05000US55035,39272.0,3824.0,35448.0
"Echols County, Georgia",05000US13101,1292.0,141.0,1151.0
"Ector County, Texas",05000US48135,48318.0,6789.0,41529.0
"Eddy County, New Mexico",05000US35015,19557.0,2614.0,16943.0
"Eddy County, North Dakota",05000US38027,997.0,68.0,929.0
"Edgar County, Illinois",05000US17045,7881.0,996.0,6885.0
"Edgecombe County, North Carolina",05000US37065,21533.0,5326.0,16207.0
"Edgefield County, South Carolina",05000US45037,9151.0,1411.0,7740.0
"Edmonson County, Kentucky",05000US21061,4770.0,973.0,3797.0
"Edmunds County, South Dakota",05000US46045,1616.0,78.0,1538.0
"Edwards County, Illinois",05000US17047,2799.0,317.0,2482.0
"Edwards County, Kansas",05000US20047,1352.0,134.0,1218.0
"Edwards County, Texas",05000US48137,842.0,94.0,748.0
"Effingham County, Georgia",05000US13103,17856.0,1445.0,16411.0
"Effingham County, Illinois",05000US17049,13496.0,989.0,12507.0
"Elbert County, Colorado",05000US08039,8175.0,296.0,7879.0
"Elbert County, Georgia",05000US13105,7697.0,1273.0,6424.0
"El Dorado County, California",05000US06017,68812.0,3241.0,65571.0
"Elk County, Kansas",05000US20049,1289.0,107.0,1182.0
"Elk County, Pennsylvania",05000US42047,13557.0,1452.0,12105.0
"Elkhart County, Indiana",05000US18039,70088.0,10030.0,60058.0
"Elko County, Nevada",05000US32007,17244.0,704.0,16540.0
"Elliott County, Kentucky",05000US21063,2602.0,918.0,1684.0
"Ellis County, Kansas",05000US20051,11678.0,664.0,11014.0
"Ellis County, Oklahoma",05000US40045,1735.0,132.0,1603.0
"Ellis County, Texas",05000US48139,49233.0,5308.0,43925.0
"Ellsworth County, Kansas",05000US20053,2560.0,141.0,2419.0
"Elmore County, Alabama",05000US01051,28085.0,2499.0,25586.0
"Elmore County, Idaho",05000US16039,9532.0,748.0,8784.0
"El Paso County, Colorado",05000US08041,230620.0,17643.0,212977.0
"El Paso County, Texas",05000US48141,247305.0,52275.0,195030.0
"Emanuel County, Georgia",05000US13107,8108.0,1581.0,6527.0
"Emery County, Utah",05000US49015,3716.0,353.0,3363.0
"Emmet County, Iowa",05000US19063,4203.0,443.0,3760.0
"Emmet County, Michigan",05000US26047,13599.0,1659.0,11940.0
"Emmons County, North Dakota",05000US38029,1618.0,82.0,1536.0
"Emporia city, Virginia",05000US51595,2525.0,817.0,1708.0
"Erath County, Texas",05000US48143,14075.0,1241.0,12834.0
"Erie County, New York",05000US36029,379478.0,51705.0,327773.0
"Erie County, Ohio",05000US39043,31642.0,4028.0,27614.0
"Erie County, Pennsylvania",05000US42049,108303.0,16457.0,91846.0
"Escambia County, Alabama",05000US01053,13860.0,2859.0,11001.0
"Escambia County, Florida",05000US12033,111928.0,13439.0,98489.0
"Esmeralda County, Nevada",05000US32009,509.0,16.0,493.0
"Essex County, Massachusetts",05000US25009,284940.0,31756.0,253184.0
"Essex County, New Jersey",05000US34013,276441.0,35077.0,241364.0
"Essex County, New York",05000US36031,16067.0,1436.0,14631.0
"Essex County, Vermont",05000US50009,2808.0,438.0,2370.0
"Essex County, Virginia",05000US51057,4420.0,439.0,3981.0
"Estill County, Kentucky",05000US21065,5680.0,1765.0,3915.0
"Etowah County, Alabama",05000US01055,41160.0,5272.0,35888.0
"Eureka County, Nevada",05000US32011,719.0,6.0,713.0
"Evangeline Parish, Louisiana",05000US22039,12165.0,3183.0,8982.0
"Evans County, Georgia",05000US13109,4114.0,622.0,3492.0
"Fairbanks North Star Borough, Alaska",05000US02090,35583.0,2649.0,32934.0
"Fairfax city, Virginia",05000US51600,8470.0,243.0,8227.0
"Fairfax County, Virginia",05000US51059,385570.0,12527.0,373043.0
"Fairfield County, Connecticut",05000US09001,332139.0,23154.0,308985.0
"Fairfield County, Ohio",05000US39045,54388.0,6439.0,47949.0
"Fairfield County, South Carolina",05000US45039,9405.0,1488.0,7917.0
"Fajardo Municipio, Puerto Rico",05000US72053,13042.0,5129.0,7913.0
"Fallon County, Montana",05000US30025,1216.0,94.0,1122.0
"Fall River County, South Dakota",05000US46047,3200.0,336.0,2864.0
"Falls Church city, Virginia",05000US51610,4807.0,116.0,4691.0
"Falls County, Texas",05000US48145,5647.0,957.0,4690.0
"Fannin County, Georgia",05000US13111,10287.0,1315.0,8972.0
"Fannin County, Texas",05000US48147,11817.0,1564.0,10253.0
"Faribault County, Minnesota",05000US27043,6274.0,560.0,5714.0
"Faulk County, South Dakota",05000US46049,931.0,41.0,890.0
"Faulkner County, Arkansas",05000US05045,41540.0,4294.0,37246.0
"Fauquier County, Virginia",05000US51061,22888.0,994.0,21894.0
"Fayette County, Alabama",05000US01057,7240.0,1408.0,5832.0
"Fayette County, Georgia",05000US13113,37930.0,1800.0,36130.0
"Fayette County, Illinois",05000US17051,8296.0,1058.0,7238.0
"Fayette County, Indiana",05000US18041,9604.0,1783.0,7821.0
"Fayette County, Iowa",05000US19065,8498.0,997.0,7501.0
"Fayette County, Kentucky",05000US21067,122075.0,12479.0,109596.0
"Fayette County, Ohio",05000US39047,11543.0,1783.0,9760.0
"Fayette County, Pennsylvania",05000US42051,54717.0,11207.0,43510.0
"Fayette County, Tennessee",05000US47047,13825.0,1855.0,11970.0
"Fayette County, Texas",05000US48149,10517.0,707.0,9810.0
"Fayette County, West Virginia",05000US54019,17801.0,3535.0,14266.0
"Fentress County, Tennessee",05000US47049,7448.0,2069.0,5379.0
"Fergus County, Montana",05000US30027,4881.0,373.0,4508.0
"Ferry County, Washington",05000US53019,2825.0,480.0,2345.0
"Fillmore County, Minnesota",05000US27045,8507.0,516.0,7991.0
"Fillmore County, Nebraska",05000US31059,2532.0,179.0,2353.0
"Finney County, Kansas",05000US20055,12105.0,1291.0,10814.0
"Fisher County, Texas",05000US48151,1676.0,151.0,1525.0
"Flagler County, Florida",05000US12035,36232.0,2571.0,33661.0
"Flathead County, Montana",05000US30029,36697.0,2734.0,33963.0
"Fleming County, Kentucky",05000US21069,5611.0,1036.0,4575.0
"Florence County, South Carolina",05000US45041,51508.0,8834.0,42674.0
"Florence County, Wisconsin",05000US55037,1988.0,249.0,1739.0
"Florida Municipio, Puerto Rico",05000US72054,3990.0,1821.0,2169.0
"Floyd County, Georgia",05000US13115,34823.0,4460.0,30363.0
"Floyd County, Indiana",05000US18043,29092.0,3217.0,25875.0
"Floyd County, Iowa",05000US19067,6899.0,811.0,6088.0
"Floyd County, Kentucky",05000US21071,15562.0,4049.0,11513.0
"Floyd County, Texas",05000US48153,2571.0,487.0,2084.0
"Floyd County, Virginia",05000US51063,6148.0,799.0,5349.0
"Fluvanna County, Virginia",05000US51065,9315.0,336.0,8979.0
"Foard County, Texas",05000US48155,557.0,89.0,468.0
"Fond du Lac County, Wisconsin",05000US55039,40832.0,3719.0,37113.0
"Ford County, Illinois",05000US17053,5709.0,523.0,5186.0
"Ford County, Kansas",05000US20057,10982.0,1495.0,9487.0
"Forest County, Pennsylvania",05000US42053,1990.0,206.0,1784.0
"Forest County, Wisconsin",05000US55041,4021.0,506.0,3515.0
"Forrest County, Mississippi",05000US28035,28032.0,4311.0,23721.0
"Forsyth County, Georgia",05000US13117,55465.0,2579.0,52886.0
"Forsyth County, North Carolina",05000US37067,137682.0,12788.0,124894.0
"Fort Bend County, Texas",05000US48157,177980.0,9389.0,168591.0
"Foster County, North Dakota",05000US38031,1506.0,117.0,1389.0
"Fountain County, Indiana",05000US18045,6939.0,637.0,6302.0
"Franklin city, Virginia",05000US51620,3472.0,1105.0,2367.0
"Franklin County, Alabama",05000US01059,12376.0,1920.0,10456.0
"Franklin County, Arkansas",05000US05047,6763.0,1133.0,5630.0
"Franklin County, Florida",05000US12037,4618.0,671.0,3947.0
"Franklin County, Georgia",05000US13119,8774.0,1281.0,7493.0
"Franklin County, Idaho",05000US16041,4129.0,264.0,3865.0
"Franklin County, Illinois",05000US17055,16100.0,2506.0,13594.0
"Franklin County, Indiana",05000US18047,8601.0,888.0,7713.0
"Franklin County, Iowa",05000US19069,4216.0,389.0,3827.0
"Franklin County, Kansas",05000US20059,10148.0,926.0,9222.0
"Franklin County, Kentucky",05000US21073,20936.0,2623.0,18313.0
"Franklin County, Maine",05000US23007,12235.0,2305.0,9930.0
"Franklin County, Massachusetts",05000US25011,30362.0,3537.0,26825.0
"Franklin County, Mississippi",05000US28037,3184.0,515.0,2669.0
"Franklin County, Missouri",05000US29071,38817.0,3827.0,34990.0
"Franklin County, Nebraska",05000US31061,1370.0,89.0,1281.0
"Franklin County, New York",05000US36033,18940.0,2634.0,16306.0
"Franklin County, North Carolina",05000US37069,23068.0,3347.0,19721.0
"Franklin County, Ohio",05000US39049,460497.0,60078.0,400419.0
"Franklin County, Pennsylvania",05000US42055,58032.0,4048.0,53984.0
"Franklin County, Tennessee",05000US47051,15885.0,2034.0,13851.0
"Franklin County, Texas",05000US48159,3804.0,347.0,3457.0
"Franklin County, Vermont",05000US50011,18561.0,2562.0,15999.0
"Franklin County, Virginia",05000US51067,23581.0,2990.0,20591.0
"Franklin County, Washington",05000US53021,22004.0,4211.0,17793.0
"Franklin Parish, Louisiana",05000US22041,7965.0,1999.0,5966.0
"Frederick County, Maryland",05000US24021,85048.0,4460.0,80588.0
"Frederick County, Virginia",05000US51069,28655.0,1611.0,27044.0
"Fredericksburg city, Virginia",05000US51630,9341.0,995.0,8346.0
"Freeborn County, Minnesota",05000US27047,13210.0,1188.0,12022.0
"Freestone County, Texas",05000US48161,6972.0,596.0,6376.0
"Fremont County, Colorado",05000US08043,17294.0,1910.0,15384.0
"Fremont County, Idaho",05000US16043,4514.0,336.0,4178.0
"Fremont County, Iowa",05000US19071,3109.0,298.0,2811.0
"Fremont County, Wyoming",05000US56013,15598.0,1838.0,13760.0
"Fresno County, California",05000US06019,285338.0,46398.0,238940.0
"Frio County, Texas",05000US48163,4745.0,1135.0,3610.0
"Frontier County, Nebraska",05000US31063,1145.0,80.0,1065.0
"Fulton County, Arkansas",05000US05049,4819.0,882.0,3937.0
"Fulton County, Georgia",05000US13121,362603.0,40023.0,322580.0
"Fulton County, Illinois",05000US17057,14717.0,1791.0,12926.0
"Fulton County, Indiana",05000US18049,8314.0,974.0,7340.0
"Fulton County, Kentucky",05000US21075,2876.0,732.0,2144.0
"Fulton County, New York",05000US36035,22939.0,3662.0,19277.0
"Fulton County, Ohio",05000US39051,16332.0,1352.0,14980.0
"Fulton County, Pennsylvania",05000US42057,5929.0,572.0,5357.0
"Furnas County, Nebraska",05000US31065,2153.0,226.0,1927.0
"Gadsden County, Florida",05000US12039,16488.0,3467.0,13021.0
"Gage County, Nebraska",05000US31067,9121.0,753.0,8368.0
"Gaines County, Texas",05000US48165,5367.0,388.0,4979.0
"Galax city, Virginia",05000US51640,3525.0,811.0,2714.0
"Gallatin County, Illinois",05000US17059,2382.0,373.0,2009.0
"Gallatin County, Kentucky",05000US21077,2988.0,408.0,2580.0
"Gallatin County, Montana",05000US30031,36528.0,1477.0,35051.0
"Gallia County, Ohio",05000US39053,12009.0,2423.0,9586.0
"Galveston County, Texas",05000US48167,107996.0,11015.0,96981.0
"Garden County, Nebraska",05000US31069,956.0,97.0,859.0
"Garfield County, Colorado",05000US08045,20186.0,774.0,19412.0
"Garfield County, Montana",05000US30033,472.0,24.0,448.0
"Garfield County, Nebraska",05000US31071,892.0,60.0,832.0
"Garfield County, Oklahoma",05000US40047,24022.0,2722.0,21300.0
"Garfield County, Utah",05000US49017,2144.0,274.0,1870.0
"Garfield County, Washington",05000US53023,959.0,44.0,915.0
"Garland County, Arkansas",05000US05051,40002.0,4803.0,35199.0
"Garrard County, Kentucky",05000US21079,6388.0,1223.0,5165.0
"Garrett County, Maryland",05000US24023,12410.0,1478.0,10932.0
"Garvin County, Oklahoma",05000US40049,10106.0,1229.0,8877.0
"Garza County, Texas",05000US48169,1631.0,257.0,1374.0
"Gasconade County, Missouri",05000US29073,6368.0,691.0,5677.0
"Gaston County, North Carolina",05000US37071,78571.0,11693.0,66878.0
"Gates County, North Carolina",05000US37073,4404.0,633.0,3771.0
"Geary County, Kansas",05000US20061,11868.0,866.0,11002.0
"Geauga County, Ohio",05000US39055,34447.0,1780.0,32667.0
"Gem County, Idaho",05000US16045,6491.0,773.0,5718.0
"Genesee County, Michigan",05000US26049,166479.0,33219.0,133260.0
"Genesee County, New York",05000US36037,23965.0,2453.0,21512.0
"Geneva County, Alabama",05000US01061,10892.0,1797.0,9095.0
"Gentry County, Missouri",05000US29075,2731.0,240.0,2491.0
"George County, Mississippi",05000US28039,8069.0,867.0,7202.0
"Georgetown County, South Carolina",05000US45043,22329.0,3096.0,19233.0
"Gibson County, Indiana",05000US18051,12903.0,920.0,11983.0
"Gibson County, Tennessee",05000US47053,19452.0,3653.0,15799.0
"Gila County, Arizona",05000US04007,19924.0,2861.0,17063.0
"Gilchrist County, Florida",05000US12041,6009.0,768.0,5241.0
"Giles County, Tennessee",05000US47055,11602.0,1880.0,9722.0
"Giles County, Virginia",05000US51071,7054.0,948.0,6106.0
"Gillespie County, Texas",05000US48171,10610.0,702.0,9908.0
"Gilliam County, Oregon",05000US41021,901.0,148.0,753.0
"Gilmer County, Georgia",05000US13123,11533.0,1357.0,10176.0
"Gilmer County, West Virginia",05000US54021,2420.0,472.0,1948.0
"Gilpin County, Colorado",05000US08047,2442.0,172.0,2270.0
"Glacier County, Montana",05000US30035,4259.0,1255.0,3004.0
"Glades County, Florida",05000US12043,3903.0,215.0,3688.0
"Gladwin County, Michigan",05000US26051,11326.0,2045.0,9281.0
"Glascock County, Georgia",05000US13125,1220.0,174.0,1046.0
"Glasscock County, Texas",05000US48173,406.0,0.0,406.0
"Glenn County, California",05000US06021,9483.0,1087.0,8396.0
"Gloucester County, New Jersey",05000US34015,103548.0,6555.0,96993.0
"Gloucester County, Virginia",05000US51073,13892.0,955.0,12937.0
"Glynn County, Georgia",05000US13127,30980.0,3457.0,27523.0
"Gogebic County, Michigan",05000US26053,7268.0,1214.0,6054.0
"Golden Valley County, Montana",05000US30037,343.0,30.0,313.0
"Golden Valley County, North Dakota",05000US38033,733.0,68.0,665.0
"Goliad County, Texas",05000US48175,2942.0,254.0,2688.0
"Gonzales County, Texas",05000US48177,7075.0,976.0,6099.0
"Goochland County, Virginia",05000US51075,7822.0,222.0,7600.0
"Goodhue County, Minnesota",05000US27049,18686.0,972.0,17714.0
"Gooding County, Idaho",05000US16047,5357.0,424.0,4933.0
"Gordon County, Georgia",05000US13129,19085.0,1772.0,17313.0
"Goshen County, Wyoming",05000US56015,5286.0,500.0,4786.0
"Gosper County, Nebraska",05000US31073,818.0,46.0,772.0
"Gove County, Kansas",05000US20063,1151.0,28.0,1123.0
"Grady County, Georgia",05000US13131,9308.0,1639.0,7669.0
"Grady County, Oklahoma",05000US40051,19646.0,2619.0,17027.0
"Grafton County, New Hampshire",05000US33009,34498.0,2122.0,32376.0
"Graham County, Arizona",05000US04009,11100.0,2430.0,8670.0
"Graham County, Kansas",05000US20065,1183.0,70.0,1113.0
"Graham County, North Carolina",05000US37075,3664.0,468.0,3196.0
"Grainger County, Tennessee",05000US47057,8940.0,1828.0,7112.0
"Grand County, Colorado",05000US08049,5186.0,203.0,4983.0
"Grand County, Utah",05000US49019,3653.0,413.0,3240.0
"Grand Forks County, North Dakota",05000US38035,26760.0,2234.0,24526.0
"Grand Isle County, Vermont",05000US50013,3194.0,442.0,2752.0
"Grand Traverse County, Michigan",05000US26055,34450.0,3776.0,30674.0
"Granite County, Montana",05000US30039,1537.0,135.0,1402.0
"Grant County, Arkansas",05000US05053,6629.0,598.0,6031.0
"Grant County, Indiana",05000US18053,27081.0,3791.0,23290.0
"Grant County, Kansas",05000US20067,2811.0,67.0,2744.0
"Grant County, Kentucky",05000US21081,8755.0,1727.0,7028.0
"Grant County, Minnesota",05000US27051,2646.0,225.0,2421.0
"Grant County, Nebraska",05000US31075,292.0,21.0,271.0
"Grant County, New Mexico",05000US35017,12367.0,1480.0,10887.0
"Grant County, North Dakota",05000US38037,1175.0,70.0,1105.0
"Grant County, Oklahoma",05000US40053,1899.0,178.0,1721.0
"Grant County, Oregon",05000US41023,3380.0,543.0,2837.0
"Grant County, South Dakota",05000US46051,3180.0,404.0,2776.0
"Grant County, Washington",05000US53025,29922.0,5769.0,24153.0
"Grant County, West Virginia",05000US54023,4915.0,494.0,4421.0
"Grant County, Wisconsin",05000US55043,19230.0,1306.0,17924.0
"Grant Parish, Louisiana",05000US22043,7231.0,1272.0,5959.0
"Granville County, North Carolina",05000US37077,19729.0,2078.0,17651.0
"Gratiot County, Michigan",05000US26057,14717.0,2655.0,12062.0
"Graves County, Kentucky",05000US21083,14789.0,2145.0,12644.0
"Gray County, Kansas",05000US20069,2052.0,87.0,1965.0
"Gray County, Texas",05000US48179,8180.0,774.0,7406.0
"Grays Harbor County, Washington",05000US53027,27570.0,5858.0,21712.0
"Grayson County, Kentucky",05000US21085,9939.0,1825.0,8114.0
"Grayson County, Texas",05000US48181,45878.0,5709.0,40169.0
"Grayson County, Virginia",05000US51077,6760.0,1076.0,5684.0
"Greeley County, Kansas",05000US20071,502.0,16.0,486.0
"Greeley County, Nebraska",05000US31077,1024.0,78.0,946.0
"Greenbrier County, West Virginia",05000US54025,15412.0,2537.0,12875.0
"Green County, Kentucky",05000US21087,4422.0,778.0,3644.0
"Green County, Wisconsin",05000US55045,14527.0,1300.0,13227.0
"Greene County, Alabama",05000US01063,3357.0,1181.0,2176.0
"Greene County, Arkansas",05000US05055,16378.0,2770.0,13608.0
"Greene County, Georgia",05000US13133,6205.0,855.0,5350.0
"Greene County, Illinois",05000US17061,5809.0,636.0,5173.0
"Greene County, Indiana",05000US18055,12886.0,1539.0,11347.0
"Greene County, Iowa",05000US19073,4146.0,496.0,3650.0
"Greene County, Mississippi",05000US28041,4233.0,779.0,3454.0
"Greene County, Missouri",05000US29077,113800.0,14174.0,99626.0
"Greene County, New York",05000US36039,18922.0,1711.0,17211.0
"Greene County, North Carolina",05000US37079,7069.0,1367.0,5702.0
"Greene County, Ohio",05000US39057,62558.0,5634.0,56924.0
"Greene County, Pennsylvania",05000US42059,14102.0,1976.0,12126.0
"Greene County, Tennessee",05000US47059,28431.0,4912.0,23519.0
"Greene County, Virginia",05000US51079,6802.0,359.0,6443.0
"Green Lake County, Wisconsin",05000US55047,7980.0,715.0,7265.0
