address,category,city,description,employees,id,lat,lng,mass_tech_member,name,slug,state,zipcode
8 Centennial Dr,Medical Device,Peabody,,100,848,None,None,False,B - K Medical Systems Inc,b-k-medical-systems-inc,MA,01960
231 Forest St,Academic,Babson Park,,0,849,None,None,True,Babson Executive Education,babson-executive-education,MA,02457
800 Turnpike Street Suite 300,Drug Development,North Andover,"Bach Pharma Inc. is a privately held pharmaceutical company focused on developing, manufacturing and licensing a series of worldwide patent-protected products to address a multiplicity of diseases.  Target potential indications of its products include use as adjunct therapy for halting or slowing the progression of neural-inflammation common in many diseases such as Alzheimer&rsquo;s, ataxia-telangiectasia, amyotrophic lateral sclerosis, multiple sclerosis and Parkinson&rsquo;s disease.</p>  <p>Bach has assembled a prestigious Neurodegeneration Research Advisory Board comprised of faculty members, researchers, scientists, MBAs and regulatory affairs professionals from all across the USA.  The goal of this team is to prepare clinical trial protocols and create &ldquo;disease progression models&rdquo; whereby early detection of all neurodegenerative diseases may be identified, measured and treated.</p>  <p>Bach is committed to develop its products with strict adherence to FDA standards, develop and demonstrate superior manufacturing capabilities, and maximize its commercial potential through strategic pharmaceutical partnerships.</p>",0,99,None,None,False,Bach Pharma,bach-pharma,MA,01845
800 Turnpike St Suite 300,Drug Development,N Andover,,7,850,None,None,True,Bach Pharma Inc,bach-pharma-inc,MA,01845
18 River Field Rd,Contract Research & Manufacturing,Trenton,,0,851,None,None,False,Bar Harbor Biotechnology Inc,bar-harbor-biotechnology-inc,ME,04605
100 Crossing Blvd,Medical Device,Warwick,,100,852,None,None,False,Bard Davol,bard-davol,RI,02886
55 Technology Dr,Medical Device,Lowell,,100,853,None,None,False,"Bard Electrophysiology, Division Of C R Bard Inc",bard-electrophysiology-division-of-c-r-bard-inc,MA,01851
50 Ward Hill Ave,Medical Device,Haverhill,,31,854,None,None,False,Baril Corp,baril-corp,MA,01835
O'Shea Industrial Park 40 Primrose Dr,Medical Device,Laconia,,70,855,None,None,False,Baron Machine Co Inc,baron-machine-co-inc,NH,03246
91 Shelton Ave,Medical Device,New Haven,,4,856,None,None,False,Bartron Medical Imaging Inc,bartron-medical-imaging-inc,CT,06511
300 Brickstone Square Suite 503,Drug Development,Andover,"Basilea Labs is an independent biopharmaceutical company focused on new antibacterial and antifungal agents to fight drug resistance and on the development of dermatology drugs.  The home office is being established in Andover, MA.  Its initial focus will be on commercializing these promising products.",0,100,None,None,False,Basilea Labs,basilea-labs,MA,01810
,Contract Research & Manufacturing,,,0,101,None,None,False,Batavia Bioservices,batavia-bioservices,,
300 Trade Center Suite 6650,Contract Research & Manufacturing,Woburn,,5,857,None,None,True,Batavia Bioservices Inc,batavia-bioservices-inc,MA,01801
180 Wells Avenue,Contract Research & Manufacturing,Newton,,0,102,None,None,False,"Battellecro, Inc.",battellecro-inc,MA,02459
220 Norwood Park South,Drug Development,Norwood,"Baxter Healthcare Corporation, is developing proprietary                                                  formulation technology platform,                                             PROMAXX at their facility in                                                 Norwood MA. The technology,                                                  based on controlled phase                                                    separation, allows the formation                                             of microspheres that have a                                                  broad range of applications -                                                from the formulations of                                                     proteins and peptides for                                                    pulmonary delivery to the                                                    formulation of highly                                                        concentrated suspension of                                                   monoclonal antibodies and other                                              proteins for Subcutaneous                                                    injection. Baxter offers                                                     potential partners the                                                       opportunity to assess the                                                    feasibility of developing                                                    innovative formulations and                                                  product profiles for their                                                   molecules and if successful to                                               manufacture clinical grade                                                   material.",0,103,None,None,False,Baxter Healthcare,baxter-healthcare,MA,02062
60 Orchard St,Medical Device,Jamaica Plain,,0,858,None,None,False,Bay Innovation Group Llc,bay-innovation-group-llc,MA,02130
6 Henshaw Street,Unknown,Woburn,,0,104,None,None,False,Bd Biosciences,bd-biosciences,MA,01801
"296 Concord Road, Suite 280",Research Products & Instrumentation,Billerica,"BD Biosciences, made up of three business units&mdash;Discovery Labware, Immunocytometry Systems, and Pharmingen&mdash;is one of the world&rsquo;s leading businesses focused on bringing innovative research and clinical tools to life scientists and clinicians. BD Biosciences customers are involved in basic research, cell biology, drug and vaccine discovery and development, clinical trials, and diagnostic testing and disease management. This diverse customer base includes academic and government institutions, pharmaceutical and biotech companies, and the clinical segment.    In the research products sector, BD Biosciences maintains a leadership position by offering extremely capable instruments; a broad line of monoclonal antibody-based reagents; consistently reliable labware, cell culture surfaces, and cell culture media; ADME/Tox products and services; and imaging instruments that enable real-time imaging of live cell processes. In the clinical products sector, BD Biosciences&rsquo; platforms are considered to be the &ldquo;gold standard&rdquo; for CD4 testing, used for HIV/AIDS therapy monitoring and leukemia/lymphoma typing.",0,105,None,None,False,Bd Biosciences - Discovery Labware,bd-biosciences-discovery-labware,MA,01821
411 Waverley Oaks Rd,Medical Device,Waltham,,200,859,None,None,False,Beaver-Visitec International Inc,beaver-visitec-international-inc,MA,02452
36 Cherry Hill Dr,Research Products & Instrumentation,Danvers,,110,860,None,None,False,Beckman Coulter Genomics,beckman-coulter-genomics,MA,01923
P O Box 1028,Disease Foundation,Bedford,,3,861,None,None,True,Bedford Stem Cell Research Foundation,bedford-stem-cell-research-foundation,MA,01730
21 Finance Dr,Agricultural/Industrial Biotechnology,Danbury,,45,862,None,None,False,Bedoukian Research Inc,bedoukian-research-inc,CT,06810
780 Boston Rd,Medical Device,Billerica,,55,863,None,None,False,Belmont Instrument Corp,belmont-instrument-corp,MA,01821
175 Forest St,Academic,Waltham,,0,864,None,None,True,Bentley University,bentley-university,MA,02452
40 Murphy Dr,Contract Research & Manufacturing,Avon,,80,865,None,None,False,Bepeterson Inc,bepeterson-inc,MA,02322
12 Michigan Dr,Drug Development,Natick,,0,106,None,None,True,Berg Biosystems,berg-biosystems,MA,01760
12 Michigan Drive,Human Diagnostic Development,Natick,"Berg Diagnostics is a Boston based molecular diagnostics company that offers high-throughput omics-based molecular profiling, biomarker validation, and regulated bioanalysis to accelerate development of molecular therapeutics and diagnostics. Armed with the state-of-the-art instrumentation platforms, the company serves to catalyze project end-points in therapeutic and biomarker development.     ",0,107,None,None,False,Berg Diagnostics,berg-diagnostics,MA,01760
12 Michigan Drive,Drug Development,Natick,"Berg Pharma is a discovery based company based in Boston, MA with specific focus on alterations in metabolism as it relates to disease onset.  Notable focus areas are cancer, diabetes, and cardiovascular disease.  The company has a deep pipeline of early-stage technologies that complement its late-stage clinical trial activity in cancer.  Armed with use of a novel discovery platform that translates into viable therapeutics and a robust biomarker library, Berg Pharma is poised to forge its pursuit of a healthier tomorrow.    ",0,108,None,None,False,Berg Pharma,berg-pharma,MA,01760
21 River St,Research Products & Instrumentation,Great Barrington,,0,866,None,None,False,Berkshire Corp,berkshire-corp,MA,01230
579 Southampton Rd,Medical Device,Westfield,,43,867,None,None,False,Bern Optics Inc,bern-optics-inc,MA,01085
1670 Discovery Drive #240,Contract Research & Manufacturing,Charlottesville,"Beta-Pro LLC isolates and distributes human islet cells, acinar tissue, hepatocytes, adipose-derived stem cells, mesenchymal stem cells, and other biomaterials from surplus organs not placed for whole organ transplant in GMP and GLP facilities. Beta-Pro charges and recovers fees for the costs for organ procurement, processing, preservation, quality control, storage, handling, and delivery of islets, other biomaterials, and biological data.   ",0,109,None,None,False,Beta-Pro Llc,beta-pro-llc,VA,022911
330 Brookline Ave,Hospital,Boston,,7000,868,None,None,True,Beth Israel Deaconess Medical Center,beth-israel-deaconess-medical-center,MA,02215
610 Lincoln St North,Human Diagnostic Development,Waltham,,30,110,None,None,True,Bg Medicine Inc,bg-medicine-inc,MA,02451
1 Broadway 14th Floor,Non-profit Research Institution,Cambridge,,10,869,None,None,False,Bgi Americas Corp,bgi-americas-corp,MA,02142
488 State Rd Suite 1,BioInformatics,Plymouth,,0,870,None,None,False,Bi2 Technologies,bi2-technologies,MA,02360
501 Arborway,Medical Device,Boston,,35,871,None,None,False,Bicon Dental Implants,bicon-dental-implants,MA,02130
325 Vassar St,Drug Development,Cambridge,,30,111,None,None,True,Bind Biosciences Inc,bind-biosciences-inc,MA,02139
8 Bowers Rd,Drug Development,Derry,,50,872,None,None,False,Bio San Laboratories Inc/Innate Response,bio-san-laboratories-incinnate-response,NH,03038
"10 Technology Drive, 2B",Research Products & Instrumentation,West Lebanon,"Bio X Cell is a biotechnology company that manufactures high quality, bulk quantity (milligram to gram) monoclonal antibodies for biomedical research. All of our antibodies are of high purity and low endotoxin levels, thus suited for in-vivo preclinical studies. Bio X Cell custom produces recombinant proteins using state of the art fermentation and purification technology.",0,112,None,None,False,Bio X Cell,bio-x-cell,NH,03783
13 Industrial Way,Contract Research & Manufacturing,Salem,"BioConcept Laboratories, Inc. is a full-service FDA registered product  development laboratory located North of Boston in Derry, New Hampshire. A portion of the facility is used for chemical, biochemical, and microbiological functions. The remainder is dedicated to an aseptic fill suite for the customized manufacture of sterile clinical and toxicological products. We offer quality service with the communication and flexibility that is vital for a successful collaboration. Our service is customized according to your needs. It is our mandate to compile a complete product profile leading to a timely and successful launch of your product.",0,113,None,None,False,Bio-Concept Laboratories,bio-concept-laboratories,NH,03079
13 Industrial Way,Contract Research & Manufacturing,Salem,,24,873,None,None,True,Bio-Concept Laboratories Inc,bio-concept-laboratories-inc,NH,03079
525 Narragansett Park Dr,Medical Device,Pawtucket,,160,874,None,None,False,Bio-Detek Inc,bio-detek-inc,RI,02861
61 Soundview Rd,Medical Device,Guilford,,60,875,None,None,False,Bio-Med Devices Inc,bio-med-devices-inc,CT,06437
1 Dix Street,Drug Development,Worcester,"BioActives develops value-added and high-margin ingredients for nutraceuticals marketed under the MicroActive™ trademark. The Company uses a combination of its NanoNutrient™ Technology and its commercial-process development capability to produce ingredients that fall into “replacement”,  “improved” or “break-through” product categories. In general, development focuses on lipophilic compounds that, as a class, have demonstrated poor bioavailability and inconsistent uptake.  BioActives' produces its own ingredients through a ""captive"" processing company in Southern India operating under its direction and using its patented or proprietary processes. Technology transfer is simplified and expedited as BioActives owns much of the equipment in this facility and can therefore easily transfer bench-top processes to be scaled up. The Company's independent agents in India assure quality control through GMP inspections and independent product testing. Processes comprising its NanoNutrient™ Technology are developed at the research facility in Worcester, MA, and either commercialized at that facility, at the captive company, or through toll processing arrangements.",0,114,None,None,False,Bioactives,bioactives,MA,01609
"Venture Development Center, UMASS 100 Morrissey Blvd.",Human Diagnostic Development,Boston,,0,876,None,None,False,Bioarray Therapeutics Inc,bioarray-therapeutics-inc,MA,02125
888 Worcester Street Suite 95,Drug Development,Wellesley,"BioAssets Development Corporation (BDC) is pioneering novel indications for marketed and emerging biologic drugs.  The Company’s lead initiative focuses on the development of cytokine inhibitors to treat the underlying causes of pain in spinal disorders.  BDC offers customized collaborations tailored to maximize the value of partners’ core assets by expanding the indications of successful biologic drugs.    By using drugs already proven safe and effective for other indications, BDC’s approach could streamline development, thereby shortening the time required to develop and test optimized therapeutic regimens for specific patient populations, and to make these novel treatments available to patients and physicians.    ",0,115,None,None,False,Bioassets Development Corp.,bioassets-development-corp,MA,02482
239 Littleton Rd Suite 6A,Human Diagnostic Development,Westford,,5,877,None,None,False,Biobehavioral Diagnostics Co,biobehavioral-diagnostics-co,MA,01886
200 Boston Ave Suite 1550,Agricultural/Industrial Biotechnology,Medford,,0,878,None,None,True,Biocell Center,biocell-center,MA,02445
200 Boston Avenue Suite 1550,Agricultural / Industrial Biotechnology,Medford,"Biocell Center is a biotech company that offers the cryopreservation of amniotic fluid containing stem cells as well as supports external research collaborations for developing the amniotic stem cell medical applications.  <p>Biocell Center was launched in Europe several years ago by the distinguished medical doctors following the discovery that amniotic stem cells possess unique characteristics compared to the cells derived from other sources, and has since built a laboratory and amniotic stem cell bank that focuses on the standardization and optimization of the cryopreservation protocol of the amniotic fluid and offers the option to preserve this important biological material to the individual families and to the medical centers.  <p>Biocell Center has been successfully collaborating with many leading hospitals, Ob/Gyn, maternal-fetal health groups and stem cell research laboratories world wide, and currently has offices and laboratories in Milan (Italy), Lugano (Switzerland), and Medford (MA, USA.)    <p>www.biocellcenter.com   ",0,116,None,None,False,Biocell Center Corporation,biocell-center-corporation,MA,02155
11 Audubon Road,Research Products & Instrumentation,Wakefield,"BIOCIUS Life Sciences, named from the Greek word “BIO” (life) and the Latin word “OCIUS” (faster), provides the biopharmaceutical industry with faster answers:  Products and services committed to speed and accuracy to help exceed business goals. The RapidFire® platform technology feeds samples directly to the mass spectrometer, requiring no labels or surrogates, helping to eliminate the bottleneck of samples that require screening in the drug discovery process.  RapidFire Mass Spectrometry is routinely used in many applications including the high-throughput screening of previously intractable drug targets and in vitro ADME assays.  BIOCIUS offers RapidFire instrumentation as well as contract research services for lead discovery and in vitro ADME applications.  Our expert scientists work closely with our collaborators to maximize research success.    ",0,117,None,None,False,Biocius Life Sciences,biocius-life-sciences,MA,01880
321 Commonwealth Rd Suite 303,Contract Research & Manufacturing,Wayland,,12,879,None,None,False,Bioclinica Inc,bioclinica-inc,MA,01778
12 Channel St Marine Industrial Park,Agricultural/Industrial Biotechnology,Boston,,10,880,None,None,False,Biodefense Corp,biodefense-corp,MA,02210
100 Saw Mill Rd,Drug Development,Danbury,,38,881,None,None,False,Biodel Inc,biodel-inc,CT,06810
17 Lantern Ln,Contract Research & Manufacturing,Cohasset,,1,882,None,None,False,Biodevice Partners,biodevice-partners,MA,02025
245 Constitution Dr,Research Products & Instrumentation,Taunton,,20,883,None,None,False,Biodirect Inc,biodirect-inc,MA,02780
,Contract Research & Manufacturing,,,1,118,None,None,True,Biofocus,biofocus,CT,
133 Boston Post Road,Drug Development,Weston,,740,119,None,None,True,Biogen Idec,biogen-idec,MA,02493
500 Cummings Suite 5550,Human Diagnostic Development,Beverly,,18,884,None,None,True,Biohelix Corp,biohelix-corp,MA,01915
500 Cummings Center Suite 5550,Human Diagnostic Development,Beverly,"BioHelix develops and commercializes simple and cost-effective molecular diagnostic tests based on its proprietary isothermal Helicase Dependent Amplification  (HDA) technology. By combining HDA with an disposable amplicon detection device, the company's  IsoAmp® assays enable rapid detection of infectious diseases and genetic variations at near patient settings and in small laboratories. ",0,120,None,None,False,Biohelix Corporation,biohelix-corporation,MA,01915
42 Linus Allain Ave,Research Products & Instrumentation,Gardner,,43,885,None,None,False,Biomedical Polymers,biomedical-polymers,MA,01440
67 Millbrook St,Contract Research & Manufacturing,Worcester,,50,121,None,None,True,Biomedical Research Models Inc,biomedical-research-models-inc,MA,01606
60 Commerce Dr,Medical Device,Warwick,,44,886,None,None,False,Biomedical Structures Llc,biomedical-structures-llc,RI,02886
6 Matteo St,Drug Development,Worcester,,1,122,None,None,True,Biomedical Systems,biomedical-systems,MA,01606
378 Page St,Research Products & Instrumentation,Stoughton,,10,887,None,None,False,Biomedical Technologies Inc,biomedical-technologies-inc,MA,02072
11 Research Drive Unit 3,Drug Development,Woodbridge,,0,123,None,None,False,Biomedisyn Corporation,biomedisyn-corporation,CT,06525
300 Bear Hill Road,Agricultural / Industrial Biotechnology,Waltham,"Biometics, LLC is a consulting, engineering, architectural, validation firm specializing in services to the biotechnology and biopharmaceutical industry.  We have been in business for almost twenty years.  Our projects have involved process development, planning, process design, facility design and project management.  Biometics validation services encompass the complete range of validation activities from master plans through execution of protocols.    Through its sister company, Biometics-Design Construction Inc., Biometics is able to offer complete project execution from planning through construction.",0,124,None,None,False,"Biometics, Llc",biometics-llc,MA,02451
313 Pleasant St,Contract Research & Manufacturing,Watertown,,12,125,None,None,True,Biomodels Llc,biomodels-llc,MA,02472
1 Nichols Place,Drug Development,Cambridge,"Bionevia Pharmaceuticals Inc. is a company that focuses on the discovery, development and commercialization of products for the treatment of patients with central nervous system disorders, and chronic pain.  Bionevia targets disease areas that are diagnosed and treated mainly by specialists where successful product commercialization can be achieved with small sales force.  It also focuses on areas of high unmet need not actively pursued by industry and with significant unrealized commercial potential.",0,126,None,None,False,"Bionevia Pharmaceuticals, Inc.",bionevia-pharmaceuticals-inc,MA,02138
7 Jackson Rd,Human Diagnostic Development,Devens,,100,888,None,None,False,Bionostics Inc,bionostics-inc,MA,01434
10 Andy Rd,Contract Research & Manufacturing,Worcester,,1,889,None,None,False,Biopartners Inc,biopartners-inc,MA,01602
80 Webster St,Research Products & Instrumentation,Worcester,,10,890,None,None,True,Biophysics Assay Laboratory Inc,biophysics-assay-laboratory-inc,MA,01603
80 Webster Street,Research Products & Instrumentation,Worcester,"BioPhysics Assay Laboratory, Inc. (BioPAL) technologies include:    Immunoassays for measuring renal GFR in drug discovery and development and as a confirmatory renal function test.    MRI contrast agents, both iron and gadolinium-based nanoparticles have been produced. These nanoparticles can be used as drug delivery devices as well. Other contrast agents are also available.    Cell labeling and tracking by MRI contrast agents and fluorescence. Quantification of labeled cell number in vivo by neutron activation. Ideal for assisting in the development of cellular therapy.    Molecular imaging and tracking technology (MITT) for tracking molecules in vivo by MRI and immunoassay. Molecules are tagged with an MRI contrast agent.    Microspheres for blood flow and particle deposition studies, BioPAL specializes in high-precision alternatives to traditional, radiolabeled life science products.  Our  products are labeled with stable (non-radioactive) isotopes and are used in an analogous fashion to their radioactive counterpart.  The analysis of stable tracer(s) in samples of interest is performed by BioPAL using neutron activation technology. ",0,127,None,None,False,"Biophysics Assay Laboratory, Inc. (Biopal)",biophysics-assay-laboratory-inc-biopal,MA,01603
394 Lowell St Suite 17,BioInformatics,Lexington,,10,891,None,None,False,Biopier,biopier,MA,02420
12 Gill St Suite 5450,Contract Research & Manufacturing,Woburn,,0,892,None,None,False,Bioprocess Technology Consultants,bioprocess-technology-consultants,MA,01801
1045 Riverside St,Human Diagnostic Development,Portland,,18,893,None,None,False,Bioprocessing Inc,bioprocessing-inc,ME,04103
12 A Cabot Road,Research Products & Instrumentation,Woburn,"BioProcessors Corp., privately held company based in Woburn, MA , is developing a proprietary microfluidic platform that allows the growth of cells on micro fabricated devices with unprecedented levels of environmental control. The use of this unique tool enables high throughput full factorial DOE in a matter of weeks, scientists will be able to perform massively parallel cell culturing experiments while varying multiple environmental parameters, such as temperature, pH and media conditions, simultaneously, and thus enable pharmaceutical and biotechnology partners to streamline the cycles of biopharmaceutical development, cell-based screening and pre-ADME evaluations.  The Company was founded in October 2000 by Dr. Andrey Zarur, and has a rapidly growing team of 35 scientists from both industry and academia, as well as a premier executive team. BioProcessors' advisors represent leading scientific organizations and institutions, and include Dr. Charlie Cooney, a well-known professor at M.I.T. and a Director of Genzyme, Inc. and Dr. Amit Kumar, entrepreneur and operational executive of various start-ups who has licensed numerous patents to leaders in the biochip industry, including Caliper. BioProcessors is a ventured backed company. Healthcare Ventures and Oxford Bioscience Partners led the most recent round of financing.  ",0,128,None,None,False,Bioprocessors Corporation,bioprocessors-corporation,MA,01801
11 Hurley Street,Drug Development,Cambridge,"Biopure Corporation develops, manufactures, and markets pharmaceuticals, called oxygen therapeutics, that are intravenously administered to deliver oxygen to the body’s tissues. We were founded in 1984, and are headquartered and operate a GMP manufacturing facility in Cambridge, Massachusetts.    ",0,129,None,None,False,Biopure Corporation,biopure-corporation,MA,02141
1392 Storrs Rd Advanced Tech Lab Room 106,Medical Device,Storrs-Mansfield,,5,894,None,None,False,Biorasis Inc,biorasis-inc,CT,06269
5 Science Park 401 Winchester Ave,Drug Development,New Haven,,0,895,None,None,False,Biorelix Inc,biorelix-inc,CT,06511
4 Maguire Rd,Research Products & Instrumentation,Lexington,,40,130,None,None,True,Bioscale Inc,bioscale-inc,MA,02421
29 Downing Ct,Medical Device,Exeter,,3,896,None,None,False,Biosignetics Corp,biosignetics-corp,NH,03833
200 Homer Ave Unit 1P,Medical Device,Ashland,,8,897,None,None,False,Biosurfaces Inc,biosurfaces-inc,MA,01721
4 Commons Dr Suite 1C,Research Products & Instrumentation,Windham,,4,898,None,None,False,"Biotech Source, The",biotech-source-the,ME,04062
60 Prescott St,Drug Development,Worcester,,7,131,None,None,True,Biotechnic Products Ltd,biotechnic-products-ltd,MA,01605
51 Main Street #3,Contract Research & Manufacturing,Somerville,"BioTEiS Technologies is a biotech company developing novel R&D strategies to enhance, improve and automate the discovery of novel bio and nano-technologies. Our approach integrates computational chemistry (using virtual computer experiments) and automation with experimental research.  Our areas of specialization include multi-component polymers, drug delivery, liquid crystals and protein crystallization. BioTEiS fast-track route to product   development saves time and large financial expenses otherwise expended on   laborious trial-and-error experimental investigations. BioTEiS Technologies   also provides contract research to the biotech, pharmaceutical and academic   communities.",0,132,None,None,False,Bioteis Technologies,bioteis-technologies,MA,02145
17 Alexander Rd,Medical Device,Hopkinton,,1,133,None,None,False,Biotricity Medical Inc,biotricity-medical-inc,MA,01748
830 Winter St 1st Floor,Contract Research & Manufacturing,Waltham,,0,134,None,None,True,Biotrofix Inc,biotrofix-inc,MA,02451
55 Industrial Park Rd,Agricultural/Industrial Biotechnology,Boothbay,,0,899,None,None,False,Biovation Llc,biovation-llc,ME,04537
Biotech Building 4 377 Plantation Street,Drug Development,Worcester,"BioVest International develops personalized immunotherapies for life threatening cancers of the blood system. BioVest is the holder of a Cooperative Research and Development Agreement (CRADA) with the National Cancer Institute for the commercialization of BiovaxID, a personalized biologic therapeutic cancer vaccine for the treatment of non-Hodgkin‚s lymphoma. This therapy, referred to as BiovaxID, is currently in a phase 3 pivotal trial at 24 major medical institutions in the US. Biovest has a long history of manufacturing biological drugs from small research scale quantities to large volumes for Phase 1 and Phase 2 clinical material.  In addition, BioVest International develops, manufactures, and markets patented cell culture systems and equipment, including the innovative Autovax instruments, to pharmaceutical, diagnostic and biotechnology companies, as well as leading research institutions worldwide.  ",0,135,None,None,False,"Biovest International, Inc.",biovest-international-inc,MA,01605
34 Commerce Way,Drug Development,Woburn,"BioVex is a clinical-stage biotechnology company focused on the development and future commercialization of targeted treatments for cancer and the prevention of infectious disease. The company's pipeline of cancer products is built on oncolytic virus technology that replicates and spreads within solid tumors, causing the death of cancer cells while leaving surrounding healthy cells unharmed.     The Company's lead product candidate, OncoVEX GM-CSF has completed a Phase I clinical trial in the United Kingdom in 30 patients with breast, melanoma, head and neck, or gastrointestinal tumors. OncoVEX GM-CSF destroyed tumors while leaving normal tissue undamaged, and without the serious side effects associated with chemotherapy or radiation. OncoVEX GM-CSF is currently in a 14-patient Phase I/II clinical trial in the United Kingdom for the treatment of head and neck cancer and in a 50-patient Phase II trial in the USA for the tretament of melanoma. BioVex expects to begin additional clinical trials with OncoVEX GM-CSF in pancreatic cancer in Q3 2006 and in metastatic colorectal cancer affecting the liver by the end of 2006.    BioVex's lead infectious disease product candidate is ImmunoVEX HSV2, a vaccine for genital herpes. In preclinical studies, ImmunoVEX HSV2 has completely protected against disease and invoked a powerful immune response. BioVex intends to initiate a Phase I clinical trial for this product candidate in the first half of 2007 and to report initial data later in 2007.",0,136,None,None,False,"Biovex, Inc.",biovex-inc,MA,01801
44 Manning Rd,Research Products & Instrumentation,Billerica,,10,900,None,None,False,Bioview (Usa) Inc,bioview-usa-inc,MA,01821
200 Boston Ave Suite 4500,Contract Research & Manufacturing,Medford,"If you need to improve the permeation or reduce the toxicity of your API (oral, topical or injectable) then BioVolutions is your formulation development laboratory. We develop formulations ranging from standard oil in water emulsions to targeted nanoparticles. We use human equivalent models to optimize the formulation and if need be, we push the envelope to drive your API across a viable membrane such as CaCO-2 or epithelial tissue, while maintaining acceptable toxicity as measured by viable cell assays. We provide GLP and GMP services to manufacture your preclinical or Phase I/II material. Our people are our great asset and you will find that our services will exceed your expectations at reasonable cost. We thrive on challenge! Please visit our website at www.biovolutions.com and give us a call.   The BioVolutions team. ",0,137,None,None,False,Biovolutions Inc.,biovolutions-inc,MA,02139
388 Munsing St,Medical Device,Ludlow,,3,901,None,None,False,Bit Analytical Instruments,bit-analytical-instruments,MA,01056
119 Foster St Bldg 12 2nd Floor Rear,Medical Device,Peabody,,7,902,None,None,False,Black Diamond Manufacturing & Engineering Inc,black-diamond-manufacturing-engineering-inc,MA,01960
134 Coolidge Ave,Drug Development,Watertown,,0,903,None,None,True,Blend Therapeutics,blend-therapeutics,MA,02472
134 Coolidge Avenue,Drug Development,Watertown,"Blend is discovering and developing integrative combination medicines with the unprecedented ability to precisely control each agent’s therapeutic action in concert. Using our proprietary Maestro™ platform, we design and integrate drugs to target distinct disease pathways with optimal efficacy and safety. Blend was founded by three leaders in the fields of chemistry and nanomedicine from MIT and Harvard Medical School: Dr. Robert Langer and Dr. Stephen Lippard of MIT, and Dr. Omid Farokhzad of Harvard Medical School.     Blend is committed to hiring the best scientists and empowering them to reach their full potential. We invite you to join our team if you are passionate about developing integrated, mechanistically engineered combination medicines that will significantly improve the quality of patients’ lives. ",0,138,None,None,False,"Blend Therapeutics, Inc.",blend-therapeutics-inc,MA,02472
60 Prescott St,Contract Research & Manufacturing,Worcester,,0,139,None,None,True,Blue Sky Biotech Inc,blue-sky-biotech-inc,MA,01605
"763 Concord Avenue, Bldg. E",Contract Research & Manufacturing,Cambridge,"Blue Stream Laboratories is a modern, client-driven, contract analytical, formulations, and development-support laboratory serving the pharmaceutical, biotechnology, and associated diagnostics industries.  The company specializes in recombinant glycoprotein, peptide, and small molecule product characterization, lot release, and stability programs required for pharmaceutical and biopharmaceutical product development.     Founded to address the growing need for advanced, innovative product characterization and analytical testing, Blue Stream Laboratories provides sound technical expertise and unrivaled customer service. The company is dedicated to finding solutions to the industry&rsquo;s most difficult testing and product development program challenges.    Blue Stream Laboratories is located outside of Boston.",0,140,None,None,False,Blue Stream Laboratories,blue-stream-laboratories,MA,02138
"763 Concord Ave., Bldg. E",Contract Research & Manufacturing,Cambridge,,17,904,None,None,True,Blue Stream Laboratories Inc,blue-stream-laboratories-inc,MA,02138
1 Corporate Rd #108,Medical Device,Enfield,,12,905,None,None,False,Blue Thunder Technologies,blue-thunder-technologies,CT,06082
840 Memorial Dr,Drug Development,Cambridge,,12,141,None,None,True,Bluebird Bio,bluebird-bio,MA,02139
215 First St,Drug Development,Cambridge,,22,142,None,None,True,Blueprint Medicines,blueprint-medicines,MA,02142
900 Ridgebury Rd P O Box 368,Drug Development,Ridgefield,,2200,906,None,None,False,Boehringer Ingelheim Pharmaceuticals Inc,boehringer-ingelheim-pharmaceuticals-inc,CT,06877
8 Industrial Way Unit D-3,Contract Research & Manufacturing,Salem,,58,143,None,None,True,Boston Analytical Inc,boston-analytical-inc,NH,03079
840 Memorial Dr,Research Products & Instrumentation,Cambridge,,12,144,None,None,True,Boston Biochem Inc,boston-biochem-inc,MA,02139
50 Staniford Street Suite 803,Drug Development,Boston,"Boston BioCom LLC is a life sciences technology financing and development company that is implementing a new model for unlocking value in biomedical discovery and development. Its mission is to push new boundaries of science and biotechnology to develop high potential products that meet critical medical needs.     The building blocks of this model include an experienced team with broad commercialization skills; unique access to many innovative and important technologies in the United States and abroad; and strategic partnerships with both Partners HealthCare System, which includes Harvard Medical School affiliates Massachusetts General Hospital and Brigham &amp; Women&rsquo;s Hospital, and Pfizer Inc., the world&rsquo;s largest pharmaceutical company. A distinctive aspect of the model is a broad series of cross-border partnerships and relationships the Company&rsquo;s scientific team has established over years with its counterparts in Russia that have resulted in joining of scientific expertise that generates new technologies and medical advances.",0,145,None,None,False,Boston Biocom Llc,boston-biocom-llc,MA,02114
333 Providence Highway,Drug Development,Norwood,,25,146,None,None,True,Boston Biomedical Inc,boston-biomedical-inc,MA,02062
9 Short Street,Research Products & Instrumentation,Worcester,"Boston BioProducts provides ready to use reagents for Protein Research, Molecular Biology, Immunology, Histology as well as Custom Reagents to pharmaceutical, biotech and academic research labs. Our mission is to become one of the leading providers of bioreagents in biomedical field  ",0,147,None,None,False,Boston Bioproducts Inc,boston-bioproducts-inc,MA,01604
